raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTTree,numax_Morlet,numax0,nchains,N_pds,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,dNu02,DeltaNuLm,DeltaNu,eps_p,alpha,npeaks,ZC0,ZC1,ZC2,ZC3,ZC4,ZC5,gamma0,DeltaNuC,DeltaNuC1,DPi1evol,DeltaPi1,DeltaPi1Flag,DeltaPi1Peak,coupling,eps_g,l1_PE,drot,m_tag_flag,l1_asymmetry,DeltaNuC2,DeltaNuC3,DeltaNuC4,DeltaNuC5,DeltaNuC6,DeltaNuC7,DeltaNuC8,DeltaNuC9,DeltaNuC10,DeltaNuC11,DeltaNuC12,DeltaNuC13,DeltaNuC14,DeltaNuC15,DeltaNuC16,DeltaNuC17,DeltaNuC18,DeltaNuC19,DeltaNuC20,DeltaNuC21,DeltaNuC22,DeltaNuC23,DeltaNuC24,DeltaNuC25,DeltaNuC26,DeltaNuC27,Hmax,Bmax,HBR,DeltaNu_sd,eps_p_sd,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,visibility_ratio
kplr006144777_kasoc-ts_llc_v1.dat,6144777,0.18169090744610888,96903.22393543283,54953.53868690103,56424.00096550098,0.91943586714597,283.2080532223886,False,99.75148120013344,133.17020239764213,123.62262538314123,123.62262538314123,49,35981,6.967967899452453,3681.4536339590895,1.3562839916621676,1269.769438257285,33.149200574596016,295.1525045634625,117.67480836217712,601.2950706754707,129.67847454950063,13.188346673118332,-210049.07447988802,1.3520787680959931,11.044170991732662,10.976382067389837,1.25710336780255,0.00851686777092398,113,0.2526562381924026,0.4524144184992171,0.5244464596085661,0.5796720320411209,0.6347918083579046,0.6464596085543841,0.05631564940200725,10.97952092155123,10.97952092155123,RGB,79.16257259669352,False,55.38028460731776,0.16010050251256283,0,0.833333333333337,0.1616161616161628,False,0.1279069767441864,10.97929620552405,10.97925487503735,10.979581102043843,10.980378867836249,10.980305496398866,10.980305496398866,10.98030550058603,10.98030550058603,10.980294428092058,10.980150980311656,10.980319318113043,10.980319318113043,10.980319318113043,10.980319318113043,10.980319318113043,10.98037465949426,10.98037465949426,10.98037465949426,10.98037465949426,10.98037465949393,10.98037465949393,10.98037465949393,10.98014914424227,10.98014914424227,10.98018722672736,10.98022077771456,616.0729812053299,111.56846120566904,5.521927743268328,0.003131811189871874,0.0033795330927741127,0.0002396645779496189,10.90970513246294,0.006902259752761932,1.3294402232941684,0.007330547219189531,0.014564712739960956,0.0016147531904507665,1.2370306503510466
