frequency,amplitude,linewidth,frequency_sd,amplitude_sd,linewidth_sd,height,AIC,n,l,tau,zeta
129.1684545534828,1.6725529567161173,0.018044334866267928,0.006740159902289217,0.2425043076860657,0.006919895843050121,49.347937263317185,242.46663473726215,,,3631.192079880232,0.5759053893870537
129.60954160187768,1.631973255625357,0.02152363281847896,0.00742721162065745,0.21736908687454884,0.00786688696673428,39.38770054517774,270.1753659766655,,,3675.743597349359,0.6460605452722992
129.77072220756827,1.7256048398113428,0.009467827872158836,0.004270381080211856,0.3262482514043978,0.004757662836823677,100.11115545374906,274.5773149015549,,,3689.9045831239973,0.7053369249549069
129.9551923539863,1.7077922498426363,0.006083356029131224,0.0030801702262317986,0.4062854632991964,0.003791419344980599,152.60788365491587,382.4221882625134,,,3704.723681118896,0.7672469960560386
130.67108572203222,0.8055870524049279,0.003935522264846725,0.002392339668002404,0.2543134209017294,0.0032335884533698693,52.489532969814434,102.82997933322987,,,3754.6027188754692,0.9010431169276786
130.8975968287663,1.515377736101731,,0.0008749566471414862,0.5352021923856959,,92.86660362513302,113.94480446904345,,,3769.1281706291156,0.9205501582837992
131.12206181573708,1.0453066044079782,0.003935522264846725,0.002456240676710223,0.2713781627700449,0.002549511327861949,88.3761630539817,234.8661780000148,,,3783.2180506810478,0.9345347812443809
131.96778199133757,0.6779994408575561,0.008858178818595634,0.005287637200257423,0.15052758103237146,0.005274507438124007,16.518262204392602,46.29281368419834,,,3834.619412826468,0.9623421683593831
132.73516520948394,2.4098663560889526,,0.000854995073039884,0.7915398990624782,,234.85708980518157,100.01567805543164,,,3879.8653593471377,0.9726139712713926
133.17182542624164,3.8916490865574462,0.06608062136926916,0.011035485176930815,0.277811333253136,0.012151033497191531,72.95303337623228,2590.971063765195,10.0,2.0,3905.217487964396,0.975762026693898
133.9904542480611,0.5246304651413516,0.00466770247838706,0.004489610629548784,0.18679597549415464,0.004551805101117058,18.76955489846749,10.514784526993026,,,3952.1459706706196,0.9788162838238251
134.52752274488486,4.0384324108704615,0.03921380593351058,0.008086107594305548,0.3679497921494376,0.008642520175560877,132.3843872248747,2832.264098433745,11.0,0.0,3982.5719310748887,0.9794361420041727
134.9739991282608,1.111853078422499,,0.0017172333767660364,0.5387990373904861,,49.993387331284005,36.19063437190562,,,4007.6764557518886,0.9792590081586747
