DPi1,q,Loss,sample_type
57.97497858418246,0.06409096581953863,-0.3764921665554425,BayesOpt
56.2316288033523,0.5221592018879024,-2.02322237530927,BayesOpt
69.10810914368058,0.3871343723638067,-0.8802787539863692,BayesOpt
60.60265262429065,0.37354646050339263,-2.1408521023964915,BayesOpt
55.572075997255965,0.00986499342691254,-1.887803013988696,BayesOpt
55.407016470716215,0.5419891264721373,-1.265179441355787,BayesOpt
77.76930106647659,0.3818903363808135,-0.22017145566167262,BayesOpt
61.41601036770175,0.06666687343480229,-0.6031037054265138,BayesOpt
62.254787468727535,0.41864287848860177,-1.2978629656203629,BayesOpt
64.78386229573098,0.19611567746696423,-1.6346797989849682,BayesOpt
54.98540330171764,0.14897259344025354,-0.0007441240882777432,BayesOpt
67.58383155965892,0.4900163949084157,-0.3600802805515207,BayesOpt
81.28004789177417,0.4766511389036357,-0.32913125630584017,BayesOpt
80.5713829249059,0.2699372389284106,-0.08457426532849997,BayesOpt
74.63217044713622,0.5660279982079746,-0.08041243330045882,BayesOpt
73.65657229807246,0.5146567809582289,-0.32619398999064797,BayesOpt
80.37444123669162,0.29094189768334366,-0.06657804914412317,BayesOpt
59.34940653307789,0.30346725198503643,-0.8633699203103178,BayesOpt
61.95819156441823,0.39366135914326067,-2.2027933805864346,BayesOpt
56.61392173158184,0.34556395566954434,-0.45335119002635355,BayesOpt
82.24264204061639,0.09176599868875594,-0.6161294941527471,BayesOpt
65.73876682402398,0.15063806268515714,-3.7143032786875967,BayesOpt
71.76071688991158,0.0464983805136702,-2.530482099423316,BayesOpt
58.22673083916787,0.3545573757635689,-2.657205412506574,BayesOpt
63.57356647987041,0.31474391508310023,-1.085061708867648,BayesOpt
79.74036544629108,0.01389916116121072,-0.26185688621390124,BayesOpt
55.78688117923371,0.029833458993104023,-0.9327997482554882,BayesOpt
59.62888725691704,0.5557707879437933,-2.0481146805467265,BayesOpt
74.76497736181136,0.3653636942371377,-0.0165963496887761,BayesOpt
63.25169932765298,0.04886577701450817,-0.9546183059749798,BayesOpt
70.34819113801657,0.4967092480490751,-0.11968377794330248,BayesOpt
70.04174746589104,0.4011345061677186,-0.035149051388348465,BayesOpt
61.60780977742192,0.16760505005256668,-0.5832917858727318,BayesOpt
80.85081005044616,0.5372632737958745,-0.314269438010122,BayesOpt
77.5593369911175,0.13059511275954758,-0.619330473211803,BayesOpt
56.99136806897961,0.21387946304475358,-0.11568269070979521,BayesOpt
76.28989054785758,0.1338811751501953,-1.2425905061435756,BayesOpt
81.11361708647587,0.42186628677648597,-0.304584443459928,BayesOpt
68.72733207402948,0.521339593836363,-1.8435763095951758,BayesOpt
