raw_data,KIC,mean,var,start_date,end_date,fill_factor,ZC0,ZC1,ZC2,ZC3,ZC4,ZC5,nuNyq,numax0_flag,numax_var,numax_CWTTree,numax_Morlet,numax0,nchains,N_pds,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,Hmax,Bmax,HBR,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,gamma0,cook_thresh,trimmed_l0,trimmed_l2,visibility_ratio,DeltaPi1,coupling,eps_g,rot_split
kplr002303101_kasoc-ts_llc_v1.dat,2303101,0.523509190687984,91638.64432128848,54953.5392482,56424.0014633,0.919459199615756,0.333806882584974,0.594465519065395,0.67164900932489,0.71192588450436,0.7437544395242339,0.7514470959844028,283.208065452357,False,104.01142588058399,167.338413927271,174.68209879058895,174.68209879058895,49,35981,76.50416081397991,8071.97080597891,1.38128473793693,671.973092490578,43.0046287549241,153.579548536274,209.41680621030602,380.872168185619,171.60228688436501,10.732423394970098,-233927.31758953305,434.834315876502,155.94595205055,2.78836552125156,48,13.701576593758144,0.006506506307495108,1.7307835223968815,1.3469890101507522,0.006026065389643107,6.09371805756232e-05,0.0006184458357566305,13.706481157591965,0.006533108322350787,1.34245467502398,0.006029817131158502,6.0682164558058436e-05,0.0012468331552523296,0.04840282338760536,mean,False,False,2.2177871387464143,84.37555958139546,0.13303030303030303,0.22727272727272724,0.05000000000000002
