raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,gamma0,modeIDFlag
kplr003749487_kasoc-ts_llc_v1.dat,3749487,-0.3278014428289265,140257.9612148491,54953.53915640003,56424.00139520003,0.9194730808350636,283.2080608877856,FALSE,75.63027902364826,72.4372247672462,65.95935494398817,65.95935494398817,1316.5658057068422,337.5607273013143,3.900233940815177,8.328497051813597,3300.9596556823335,2.734352046058663,3354.120843354834,20.381650089902273,747.1065056717412,66.37675805933895,1031.144523255614,70.94801392502609,10.126605546458975,-195672.36110499373,81,6.4873343752844415,0.00188133423158341,0.8187159477669549,1.1624512921626051,0.00314356885253361,0.01343734523716687,2.7344658148437866e-4,6.492691573571656,0.00564262933553416,1.15752191852711,0.00884833578314155,0.00285528395530507,0.00304653582944763,0.05325110138792564,0
