frequency,power
0.003935522371359681,51.22352593825612
0.007871044742719362,10.973329668851944
0.011806567114079044,40.51003448866165
0.015742089485438725,124.15803199119597
0.019677611856798408,174.52841096186555
0.02361313422815809,115.10152185473454
0.027548656599517767,8.008493550026
0.03148417897087745,95.67712749847978
0.03541970134223713,271.8456760548433
0.039355223713596815,141.33897494074722
0.0432907460849565,1.0353928690986711
0.047226268456316174,106.27160747883268
0.05116179082767586,265.67802093515195
0.05509731319903554,314.40824800368597
0.059032835570395216,145.50264835033104
0.0629683579417549,300.1389731180844
0.06690388031311457,357.5614024746291
0.07083940268447425,78.27426146289334
0.07477492505583394,14.358484601618708
0.07871044742719362,222.3596693672339
0.0826459697985533,596.1225658804939
0.08658149216991298,494.4380211911966
0.09051701454127266,18.897801335862635
0.09445253691263235,240.93598442628956
0.09838805928399202,337.8827068708164
0.1023235816553517,362.1333334553436
0.10625910402671139,357.01198228243175
0.11019462639807107,4.737699871191484
0.11413014876943074,368.6190974117947
0.11806567114079043,141.8597441302661
0.12200119351215011,498.30903900900444
0.1259367158835098,885.3558954779086
0.1298722382548695,180.769071559456
0.13380776062622918,222.9024387395263
0.13774328299758884,97.57704255052646
0.14167880536894853,20.84392755511441
0.14561432774030822,65.04290305935231
0.14954985011166788,890.3447634929903
0.15348537248302757,1608.5277938704207
0.15742089485438726,902.682168131858
0.16135641722574695,338.2145787354444
0.1652919395971066,646.094786142026
0.1692274619684663,1567.6314939528431
0.173162984339826,2184.3372208513056
0.17709850671118565,1283.1379829250857
0.18103402908254534,368.29363478910875
0.18496955145390503,101.00813893221549
0.1889050738252647,477.0171477607358
0.1928405961966244,910.6201581319426
0.19677611856798408,552.5469119449343
0.20071164093934374,1494.717967312042
0.20464716331070343,1840.9533624382973
0.20858268568206312,1963.8914916241408
0.21251820805342278,518.122796685253
0.21645373042478247,1484.7457229569807
0.22038925279614216,3364.879409725745
0.22432477516750182,865.2027924346837
0.2282602975388615,1323.9149761072806
0.2321958199102212,747.8680022152722
0.2361313422815809,1406.9176561594215
0.24006686465294055,5004.150078675354
0.24400238702430024,9756.555523401417
0.24793790939565993,12211.762480487125
0.2518734317670196,14142.117400758507
0.2558089541383793,12810.297460432936
0.259744476509739,1981.7214778788546
0.26367999888109867,446.0930999295716
0.26761552125245835,187.63774239577384
0.271551043623818,6329.543267382347
0.2754865659951777,4122.6892643860765
0.27942208836653737,1954.5181076943802
0.28335761073789706,8705.182713426257
0.28729313310925675,345.1803068414885
0.29122865548061644,6869.986271584416
0.2951641778519761,5945.934115226975
0.29909970022333576,848.4687526457786
0.30303522259469545,10003.745639653573
0.30697074496605514,6595.164222060396
0.31090626733741483,390.44070879323647
0.3148417897087745,5777.702251048164
0.3187773120801342,10093.783057034634
0.32271283445149385,4043.5675637664817
0.32664835682285354,292.65565322476857
0.3305838791942132,3066.6334172982424
0.3345194015655729,18821.05792024926
0.3384549239369326,28688.26635905816
0.3423904463082923,9895.62518319647
0.34632596867965193,5381.5887956548195
0.3502614910510116,4347.144080087552
0.3541970134223713,617.7251463919364
0.358132535793731,4297.374432396128
0.3620680581650907,160.0963589359024
0.3660035805364504,411.7267646063668
0.36993910290781,12120.899219846011
0.3738746252791697,41503.244469529454
0.3778101476505294,17514.41481875163
0.3817456700218891,2955.4186265701633
0.3856811923932488,6388.162105677324
0.38961671476460846,2758.6428579771077
0.39355223713596815,27326.620466516164
0.3974877595073278,19120.60205229035
0.4014232818786875,759.4721433531936
0.40535880425004717,48457.8040920273
0.40929432662140686,84818.65956791716
0.41322984899276655,31373.185926945487
0.41716537136412624,8010.867752045462
0.42110089373548587,18339.020280249057
0.42503641610684556,10174.262864517657
0.42897193847820525,12544.39139221782
0.43290746084956494,14042.86000597588
0.43684298322092463,2048.1444614414495
0.4407785055922843,30958.099576029923
0.44471402796364395,24810.13529055003
0.44864955033500364,10331.332134877928
0.45258507270636333,16041.03583010749
