frequency,amplitude,linewidth,frequency_sd,amplitude_sd,linewidth_sd,convergence,height,AIC,n,l
45.7622556412749,0.4278458181398794,NA,0.003287895316177103,0.2432029229726312,NA,0,7.4027371496073915,6.486587516879808,NA,NA
46.549926377244965,0.3549167670449091,NA,0.004560356952039217,0.2160842946483758,NA,0,5.094138868813161,2.3852618236378476,NA,NA
46.85703188973163,0.47555080332115235,0.016629417425351813,0.010708849147509652,0.10486639771899692,0.01100197869512774,0,4.328794126367826,16.70223605711726,NA,NA
50.18199329246899,0.33064068138701,0.0030278439158090394,0.0027587115511169304,0.17707384386094388,0.005699231308850834,0,11.492889156542308,5.053841314838792,NA,NA
50.426930507083384,0.3202314384505157,0.002348681516271532,0.002617030275702444,0.19162921886176015,0.003625577876269824,0,13.898051916758309,4.402993533163681,NA,NA
51.97389202681581,0.3746359432012374,NA,0.0032942551926213245,0.20672407333783938,NA,0,5.6759247640238835,3.055191259649291,NA,NA
53.475877971517555,0.3582939798890228,NA,0.0024154314466363538,0.21377204696486765,NA,0,5.191546741129167,2.725758102413238,NA,NA
55.30496068214662,0.45507225652236966,NA,0.0016792165161759198,0.19438433898679747,NA,0,8.374877538161535,4.9762618353561265,NA,NA
56.10781867137875,0.5109172950940687,0.013924990514189332,0.008725163678482025,0.11238916273918623,0.008925184690144822,0,5.967005358190054,22.27516123388341,NA,NA
56.278044048157795,0.6318366176768344,0.008491184783282249,0.005478226833967423,0.1430974933052663,0.005185660466829923,0,14.965506448331386,50.57714064103129,NA,NA
56.472258189172386,0.3987389157729824,0.014648610126301646,0.013525325337012312,0.1450850387883183,0.023189371611574455,0,3.4548639843976825,6.338429631112376,NA,NA
56.630045274187445,0.6445461580579555,0.02299019329895003,0.013234646354938144,0.11189994604762261,0.011111411900450363,0,5.7519559656122095,40.257850493027945,NA,NA
56.84490798365136,0.3243459244503838,0.004232425865459435,0.00718196560852534,0.1537091237352054,0.006125625457835446,0,7.911842949262382,7.815563434833166,NA,NA
57.02122608474649,0.4881639771125201,NA,0.0015722580706099439,0.17704906719200197,NA,0,9.637162970976528,9.14406247543593,NA,NA
60.44175264819016,0.45251737611855974,NA,0.0015381569476874564,0.25378156783357414,NA,0,8.281104530069188,8.049614969273534,NA,NA
61.81228876918099,0.34632598844739876,0.0019677611856785404,0.0032575951126653066,0.18046239799624778,0.0024501168595279323,0,19.402062637324004,23.24082785778228,NA,NA
62.149769223480355,0.3722891161734562,NA,0.0020951993220173974,0.2244224642756881,NA,0,5.605036252451212,2.880272202866763,NA,NA
62.30629649014862,0.5608339877310388,0.007199726549712593,0.00501370071232419,0.14017801965589757,0.004830054737507029,0,13.906017615569818,37.577146114123025,NA,NA
62.54314767910338,1.0654821664014564,0.008774602872050103,0.00456834441165428,0.21389727641592715,0.004372644577947025,0,41.182720036014906,170.1865492003053,NA,NA
62.75387456502838,1.1666511005460345,0.017348466961932686,0.00704891613799662,0.17587842632329193,0.006600255389562498,0,24.973017072470153,199.28603164722153,NA,NA
62.95391153594624,0.8024808274117231,0.010917052525005883,0.006045257262514557,0.1588880052263368,0.0054495687694009675,0,18.776474763081417,78.99296983272507,NA,NA
63.183938731779016,0.6962349488054004,0.0023111545251778237,0.0020517950097294476,0.2977487718329804,0.0020270742882366037,0,66.76252953316865,56.98636541418455,NA,NA
63.463071097364526,0.3120228643706339,0.0019677611856785404,0.002413133620700024,0.14372583053663376,0.0021472419921568704,0,15.748912722073102,19.878336079626024,NA,NA
63.731872596835856,0.17843640211182835,0.0019677611856785404,0.0022632371044519913,0.1130931581640628,0.002738556940435949,0,5.150443805193377,2.8835554975776176,NA,NA
65.65238399832099,0.42433855468007786,NA,0.0015889577392126607,0.24149869485516395,NA,0,7.281866821034872,6.268092007521773,NA,NA
67.85107495152229,0.4491232035446506,NA,0.0017481726461539388,0.1979499392530429,NA,0,8.15734315796749,5.1682477619251586,NA,NA
68.71152014606088,1.3937445488763864,NA,0.0011508382093265031,0.4818333664670099,NA,0,78.55685889129033,26.925910927850055,NA,NA
68.78247938587972,0.754336741343526,0.002538559908267252,0.00222984659431154,0.3419765091927326,0.002757457113090611,0,71.34987770481503,66.97526623932208,NA,NA
68.918868006458,0.4311917451929916,NA,0.0018292205928213516,0.2593310997884086,NA,0,7.518974678663933,3.621493054135499,NA,NA
69.0190281609718,0.8879123300847372,0.0025314560334105257,0.0023896041519046287,0.36084889593955527,0.0023003258981986866,0,99.13337960952775,88.8698879027288,NA,NA
69.07437033743567,0.6986216377150596,0.0019677611856785404,0.0020858447885089212,0.3080509801672241,0.0016606574404715725,0,78.9517575777575,50.44833512092009,NA,NA
69.29587029673894,1.913747846283106,0.026219365035221907,0.0076383307997719896,0.22315830705265008,0.008114959300737593,0,44.462859250580784,551.8776933606059,NA,NA
69.49004395524487,1.1019494438250352,0.00895426335033426,0.0048222628680702935,0.23788863806312027,0.005975101127989201,0,43.166178698944485,63.96610199824863,NA,NA
69.55836958743414,0.8554840743054815,0.015106843000495841,0.007733585449132941,0.17271273607551016,0.009850184472665146,0,15.420564413634796,32.87367376025941,NA,NA
69.84604653589686,0.524181481523648,0.004966684354955312,0.003837691333038704,0.1597517174982993,0.004485852409632848,0,17.60949553836987,24.189306387179386,NA,NA
70.09065824038527,0.40459343605280385,0.009766719859613348,0.009130299670648517,0.1257537241968179,0.012425727809088915,0,5.335056974379776,9.346801051564398,NA,NA
70.42205476701764,0.18325328016405767,0.0019677611856785404,0.0023930743630786694,0.12533419467574522,0.0029514897624930594,0,5.432268800911908,2.7335316300668637,NA,NA
70.50094084514458,0.43237684375905405,NA,0.0035902291431731564,0.24732842677045047,NA,0,7.56036216552885,6.3465085097450356,NA,NA
71.87050597936688,0.4791827751273224,NA,0.0016810706406308743,0.2659659389630761,NA,0,9.285817477249667,9.6696690882236,NA,NA
72.07434103732088,0.2802193658404589,0.005255737495907819,0.0061378631027608375,0.11114061097142358,0.005321579314189638,0,4.7556814149443,2.511413132502639,NA,NA
74.66146514478906,0.34705782732540214,0.0019677611856785404,0.0023361795547565986,0.2031244266918723,0.002288311775875065,0,19.48414822564565,3.9181549945460574,NA,NA
75.03711631202935,0.43093700399663765,0.0037934195481129553,0.004067020668364144,0.16855468807549662,0.004314988275142716,0,15.582847676296481,15.501188346388517,NA,NA
75.15998259855338,0.6075803034383664,0.009199612801245016,0.006104165181459143,0.14029978390729045,0.005870432343250422,0,12.772854097114562,35.741339551525016,NA,NA
75.38277484292145,0.8597923439482222,0.01419565684076007,0.007431694562067299,0.15852947561632547,0.006886147732702077,0,16.57607801817989,60.29378938447917,NA,NA
75.50416290962708,0.8684239775607513,0.013225118519510973,0.007049188345142569,0.16999842866514586,0.007260133786737084,0,18.151568819655793,46.88874444190151,NA,NA
75.77361429256106,1.9680375807656059,0.03701613172886092,0.009721054605023139,0.2014751198388904,0.010450523760351821,0,33.3062601417969,508.1529848205937,NA,NA
75.96297578875631,1.0985115929593057,0.01151628650140036,0.00576404101197003,0.21110854109208982,0.00631858550417572,0,33.35392560081424,59.892322292340396,NA,NA
76.09128958147919,0.7135067050122286,0.020484822758594666,0.011133222025101738,0.15101776458371802,0.013762417164871343,0,7.9106839529619615,15.562823193078657,NA,NA
76.34352627250212,0.39501092317372627,0.003898628840587206,0.0041930017727363,0.1556796913797095,0.006546016195451679,0,12.739619198048908,6.321272141936788,NA,NA
76.42622904310603,0.4781622460878482,0.015056424266285739,0.012031088387254975,0.11067218685008183,0.008428888746650163,0,4.83369060947469,11.214164349159546,NA,NA
76.66237864021494,0.32476393398837883,0.008016727578255764,0.008499752411592796,0.10494368001203859,0.006502944727227375,0,4.18782561144916,2.8161124356738583,NA,NA
77.0496606873848,0.41475245778475495,NA,0.0022683775421643497,0.24107358401735332,NA,0,6.956578380816713,4.87122226718202,NA,NA
77.2287670494152,0.42349196532593536,0.02080385240907503,0.022731818627257643,0.10031495097081526,0.01298467772451713,0,2.7440796524658366,7.6435184046204085,NA,NA
80.43420623803675,0.3854135621906262,NA,0.0017060355204163858,0.22509408791157937,NA,0,6.007195027587726,3.8945984847159707,NA,NA
81.69469543601554,0.9057260306765031,NA,0.0018231800657917893,0.4694812712796391,NA,0,33.175039250551066,38.139904046842275,NA,NA
81.8901111933275,0.5583675848339171,0.004089541709383444,0.0036560777674436748,0.1681740555365662,0.0030257877232850003,0,24.266988340798527,28.086702818091,NA,NA
82.23387498384346,1.110568850768751,0.05368538380464816,0.021741250603608785,0.13182204037772155,0.01565484858039905,0,7.31282265627406,19.982300299998315,NA,NA
82.57737477431326,0.7915749765815717,0.027773411714864474,0.011428105530439204,0.13585086227109194,0.017188769880818827,0,7.181332058620823,6.352297917201213,NA,NA
82.77639782412197,0.8051453030740645,0.03466316584859959,0.01310249011850428,0.12226970792049703,0.017448952166607364,0,5.952925257259983,32.39347289967918,NA,NA
