frequency,amplitude,linewidth,frequency_sd,amplitude_sd,linewidth_sd,convergence,height,AIC,n,l
82.93991296782954,0.528486235925283,0.00385319190307623,0.0029967541970389805,0.19317650449416568,0.004512263400366589,0,23.072616633697564,20.298118686812813,NA,NA
83.39364168045933,0.23511543906333662,0.0019677611856785404,0.0022308587679173084,0.18687199605475371,0.0033690819477451973,0,8.942110541726544,9.02604488101133,NA,NA
87.3211550174539,0.24993808233368756,0.0024699130548630132,0.003870281540502455,0.16188036168593917,0.0033849583230746807,0,8.05069415905696,6.01418987310899,NA,NA
87.8337391227985,0.4879408018884571,0.02774590772207515,0.015175542406951091,0.11808229734196757,0.02564034362584185,0,2.731400980140181,12.210022023667989,NA,NA
88.0801109270343,0.37420498591964896,0.0019677611856785404,0.0021138478026577405,0.20280798470728142,0.002112808941264825,0,22.65149532618942,6.383468795396766,NA,NA
88.34145772339805,0.32484418395643655,0.0019677611856785404,0.002216342614179608,0.16790790265055744,0.0019461102870160887,0,17.06978018427644,3.990688579677226,NA,NA
88.5587577158132,0.3090302464272052,0.0022408548259346336,0.004136119872131361,0.22110124939562303,0.004260613884411768,0,13.565580475559557,3.7012255095869477,NA,NA
88.79553499313114,0.9380427323967455,0.05368538380464816,0.021830349413649173,0.11835057659470082,0.01758937020803474,0,5.217221929952618,40.353711968484276,NA,NA
89.32219491020244,0.4374850859574463,0.004366156704199121,0.003989213121157319,0.14593815741714253,0.004074659292719023,0,13.953312254754037,5.7534236837382196,NA,NA
89.4207439860166,0.3850774203331116,0.006965902360655498,0.0059563077738411805,0.11958434252397274,0.006211217763760256,0,6.775929084266571,3.609143262874568,NA,NA
89.58850484742116,0.5207864395214604,0.03719415916226359,0.020749890390549183,0.10687404169911996,0.022401571276554854,0,2.3211046242927678,8.30261956623508,NA,NA
90.38128510894676,0.3722407497303797,NA,0.002777554307512023,0.1922204906255517,NA,0,5.603579975352635,2.335816546881688,NA,NA
90.85255310722549,0.5226446127781824,NA,0.0015429095639020048,0.21944244358400847,NA,0,11.046652759107191,7.704721892769157,NA,NA
91.41010958479407,0.436666582315793,NA,0.0016969397186530396,0.18178262045850171,NA,0,7.711123526473915,3.605493647773983,NA,NA
91.94563963007003,0.39468130729857304,NA,0.0018323730209638869,0.1670020557236792,NA,0,6.2995693636781045,2.2036161848300253,NA,NA
93.39216482177049,0.381785403704278,NA,0.0023566910587143044,0.18841631642414203,NA,0,5.894627790997661,2.6499516057228902,NA,NA
94.0229887192897,0.35842348535598495,0.0019677611856785404,0.0020342083471830627,0.17958439106155907,0.0018897156162720912,0,20.781201566610303,7.591176827365416,NA,NA
94.31249447248624,0.5035261458010619,NA,0.0019426183433949365,0.24878357646497487,NA,0,10.253255955662905,9.780328637589264,NA,NA
95.27367310153411,0.37503528610717274,0.004665967974492713,0.003831481295884324,0.13203201135070272,0.005918489918869469,0,9.595169174593874,11.57679676967382,NA,NA
95.37370775257624,0.2655337138657308,0.0029444406501027208,0.004944372812693268,0.12637867058068314,0.0028019363453053096,0,7.622310953737289,5.3560205588291865,NA,NA
95.80690836394821,0.6013028043351016,0.05368538380464816,0.025816439870103555,0.11997731685384011,0.032232760537481024,0,2.143781523693714,16.895396310083015,NA,NA
96.34703297743144,0.5483890622403392,0.048175146038353954,0.02484602409798271,0.10484231219572825,0.027020799518233933,0,1.9870310593447233,13.414011406894133,NA,NA
99.20287115251301,0.31534336424411513,0.007372327637736682,0.007417576287542178,0.10224864817624316,0.006538895209776442,0,4.293514093169772,3.797326929470728,NA,NA
