time,time_raw,flux
55187.215307,55187.215307,-436.3879105755026
55187.2357399,55187.2357399,-479.96946898384056
55187.2561728,55187.2561728,-454.99629925990786
55187.2766057,55187.2766057,-589.240669427688
55187.2970387,55187.2970387,-470.6827579521334
55187.3174715,55187.3174715,-240.58181986938433
55187.3379044,55187.3379044,-164.00776068233995
55187.3583374,55187.3583374,-182.85931733780953
55187.3787702,55187.3787702,-151.12993616634748
55187.3992031,55187.3992031,-113.9603849907159
55187.4196362,55187.4196362,-56.80831620580388
55187.440069,55187.440069,-29.892636477876074
55187.4605019,55187.4605019,73.0506677709158
55187.4809349,55187.4809349,204.03068864364525
55187.5013677,55187.5013677,469.1643417903535
55187.5218006,55187.5218006,612.6853695448004
55187.5422335,55187.5422335,673.9247477872942
55187.5626666,55187.5626666,340.0784962677623
55187.5830994,55187.5830994,387.53248242721884
55187.6035323,55187.6035323,396.04372866597845
55187.6239653,55187.6239653,522.4636516724979
55187.6443981,55187.6443981,734.8641185003556
55187.664831,55187.664831,792.807272458349
55187.6852641,55187.6852641,514.6234012358261
55187.7056969,55187.7056969,456.25601433751564
55187.7261298,55187.7261298,351.633207778661
55187.7465628,55187.7465628,426.5287455077052
55187.7669956,55187.7669956,375.23502299327674
55187.7874286,55187.7874286,453.3403308361478
55187.8078615,55187.8078615,683.6455718345418
55187.8282944,55187.8282944,870.2080455293064
55187.8487273,55187.8487273,957.1469175412434
55187.8691602,55187.8691602,809.7158898481817
55187.8895933,55187.8895933,634.6035787156326
55187.9100261,55187.9100261,579.0246218118474
55187.930459,55187.930459,360.00845038495754
55187.9508919,55187.9508919,154.85475638764072
55187.9713248,55187.9713248,160.66420227098112
55187.9917578,55187.9917578,91.12146707834594
55188.0121907,55188.0121907,174.392493500911
55188.0326236,55188.0326236,232.09842671607095
55188.0530564,55188.0530564,98.16374246222028
55188.0734893,55188.0734893,-79.42190672972936
55188.0939224,55188.0939224,-129.00962049572905
55188.1143553,55188.1143553,-72.90569862591096
55188.1347881,55188.1347881,130.60508528741153
55188.1552211,55188.1552211,114.94450173480644
55188.1756541,55188.1756541,67.75035265919172
55188.1960869,55188.1960869,143.2006117471675
55188.2165199,55188.2165199,249.93849706831261
55188.2369528,55188.2369528,439.41867767201586
55188.2573857,55188.2573857,470.34857030976644
55188.2778186,55188.2778186,454.8232492779788
55188.2982516,55188.2982516,461.6739844391204
55188.3186844,55188.3186844,336.04182517736814
55188.3391174,55188.3391174,471.04408401841596
55188.3595504,55188.3595504,755.7689952788381
55188.3799832,55188.3799832,866.5462610536327
55188.4004168,55188.4004168,746.6990016493068
55188.4208492,55188.4208492,626.8546270668251
55188.4412821,55188.4412821,628.9864034875517
55188.4617149,55188.4617149,577.0199657213293
55188.482148,55188.482148,511.7909426032855
55188.5025809,55188.5025809,288.11205661940994
55188.5230137,55188.5230137,57.150538802590084
55188.5434467,55188.5434467,-56.790449973499605
55188.5638797,55188.5638797,390.5900806776719
55188.5843125,55188.5843125,-12.516909014536413
55188.6047454,55188.6047454,19.66620507822106
55188.6251785,55188.6251785,-82.76198045184329
55188.6456113,55188.6456113,-149.28463457579937
55188.6660442,55188.6660442,-57.69563259950594
55188.6864773,55188.6864773,71.11163485496388
55188.7069102,55188.7069102,176.67333692920718
55188.727343,55188.727343,-27.585371150060134
55188.7477761,55188.7477761,-138.08168363219883
55188.768209,55188.768209,-288.7862363705233
55188.7886418,55188.7886418,-235.22611349655168
55188.8090748,55188.8090748,122.61846336396718
55188.8295077,55188.8295077,506.2069039146719
55188.8499406,55188.8499406,587.9569607194943
55188.8703736,55188.8703736,773.0693029569848
55188.8908065,55188.8908065,516.8297842367367
55188.9112394,55188.9112394,315.40563570129063
55188.9316723,55188.9316723,88.69037489513045
55188.9521053,55188.9521053,90.83524486280112
55188.9725383,55188.9725383,257.43293250410386
55188.9929712,55188.9929712,419.48633729996254
55189.0134041,55189.0134041,537.6061747117038
55189.0338371,55189.0338371,366.5487032573325
55189.05427,55189.05427,111.18882572183261
55189.0747028,55189.0747028,-27.409002377453668
55189.0951359,55189.0951359,92.63720087382228
55189.1155688,55189.1155688,256.5781956926615
55189.1360017,55189.1360017,147.33459366397454
55189.1564347,55189.1564347,111.33011467490928
55189.1768676,55189.1768676,103.21037645047139
55189.197300500004,55189.197300500004,131.13516691579505
55189.2177335,55189.2177335,226.4974451878896
55189.2381665,55189.2381665,283.9761733165586
55189.2585993,55189.2585993,167.33421809254014
55189.2790323,55189.2790323,18.605681077063394
55189.2994653,55189.2994653,-14.444860820666872
55189.3198982,55189.3198982,-63.86654368286496
55189.3403311,55189.3403311,55.583356157634476
55189.3607641,55189.3607641,416.5686426622279
55189.381197,55189.381197,569.6582623802971
55189.4016299,55189.4016299,545.5139768556069
55189.4220629,55189.4220629,437.10946726360817
55189.4424959,55189.4424959,292.82233533214
55189.4629287,55189.4629287,310.34168510938787
55189.4833618,55189.4833618,439.8400248680396
55189.5037947,55189.5037947,648.7528170636735
55189.5242275,55189.5242275,840.7584256842853
55189.5446605,55189.5446605,910.3097764721157
55189.5650935,55189.5650935,866.0217168289058
55189.5855265,55189.5855265,820.8270427564239
55189.6059593,55189.6059593,725.2877802131349
55189.6263924,55189.6263924,501.2800911791344
55189.6468252,55189.6468252,232.6149875835319
55189.6672582,55189.6672582,77.22583969643132
55189.6876912,55189.6876912,11.764270879137761
55189.7081241,55189.7081241,64.164560857170585
55189.728557,55189.728557,363.53451036399633
55189.7489901,55189.7489901,546.3656375228907
55189.7694229,55189.7694229,218.20829733770384
55189.7898558,55189.7898558,116.92203189733439
55189.8102888,55189.8102888,92.44239488088907
55189.8307217,55189.8307217,447.61139637432666
55189.8511547,55189.8511547,638.9227961756192
55189.8715876,55189.8715876,505.22306440140386
55189.8920206,55189.8920206,140.39095102323472
55189.9124535,55189.9124535,-105.06213502559376
55189.9328865,55189.9328865,-169.07253695518386
55189.9533195,55189.9533195,-38.92941831746214
55189.9737524,55189.9737524,187.23530837171592
55189.9941853,55189.9941853,457.0877652050203
55190.0146184,55190.0146184,513.4390293813722
55190.0350512,55190.0350512,366.24148572465253
55190.0554842,55190.0554842,224.1826751428519
55190.0759171,55190.0759171,231.6573873765
55190.0963501,55190.0963501,294.64016262819473
55190.1167831,55190.1167831,333.58085958983906
55190.1372159,55190.1372159,243.28487340458514
55190.157649,55190.157649,237.95244037981
55190.1780819,55190.1780819,129.56917004672002
55190.1985149,55190.1985149,232.01783375731637
55190.2189478,55190.2189478,503.6838187387493
55190.2393808,55190.2393808,727.3281175237755
55190.2598137,55190.2598137,464.7263103576851
55190.2802468,55190.2802468,139.69378203529936
55190.3006797,55190.3006797,-189.9521690283535
55190.3211126,55190.3211126,-91.01058743668847
55190.3415455,55190.3415455,227.31025619804618
55190.3619785,55190.3619785,328.8781496739471
55190.3824115,55190.3824115,352.4785273195762
55190.4028443,55190.4028443,277.2239671336049
55190.4232774,55190.4232774,209.83494335668308
55190.4437103,55190.4437103,363.3466988320754
55190.4641433,55190.4641433,398.26495008380107
55190.4845763,55190.4845763,419.19604340420216
55190.5050092,55190.5050092,167.82322677956122
55190.5254421,55190.5254421,85.98172208331297
55190.545875,55190.545875,-165.17477513627028
55190.5663081,55190.5663081,-420.65978134396073
55190.586741,55190.586741,-474.11936513843625
55190.6071739,55190.6071739,-325.6221161487327
55190.627607,55190.627607,-87.94966762650449
55190.6480398,55190.6480398,42.34218887652356
55190.6684728,55190.6684728,259.8125879510503
55190.6889059,55190.6889059,309.8110668107217
55190.7093387,55190.7093387,177.2573754637759
55190.7297717,55190.7297717,-17.40188865081972
55190.7502048,55190.7502048,-156.97873044586478
55190.7706376,55190.7706376,-186.0313594393607
55190.7910706,55190.7910706,30.469508334219675
55190.8115035,55190.8115035,326.05531829475154
55190.8319366,55190.8319366,486.3157967126411
55190.8523695,55190.8523695,467.7475325489468
55190.8728024,55190.8728024,271.2437962394279
55190.8932355,55190.8932355,-60.458841770085236
55190.9136684,55190.9136684,-417.6365532443358
55190.9341013,55190.9341013,-588.3674278890177
55190.9545344,55190.9545344,-354.7315801108052
55190.9749673,55190.9749673,153.03638522068684
55190.9954002,55190.9954002,417.0353854058695
55191.0158333,55191.0158333,333.98525710828636
55191.0362662,55191.0362662,325.1370980598486
55191.0566991,55191.0566991,233.99031364550808
55191.0771321,55191.0771321,34.79304503556495
55191.0975651,55191.0975651,-186.34047834190557
55191.117998,55191.117998,-475.716788201273
55191.138431,55191.138431,-727.0383289161982
55191.1588641,55191.1588641,-568.6497733988122
55191.1792969,55191.1792969,-258.0700341708994
55191.1997299,55191.1997299,-106.72152582245852
55191.220163,55191.220163,-51.247169681880024
55191.2405958,55191.2405958,103.10671024127797
55191.2610288,55191.2610288,80.57001805739165
55191.2814619,55191.2814619,19.891694935743317
55191.3018948,55191.3018948,-77.47133181261194
55191.3223277,55191.3223277,14.953362845288503
55191.3427607,55191.3427607,234.9745945983243
55191.3631937,55191.3631937,460.26287677235445
55191.383627300005,55191.383627300005,588.9302845887065
55191.4040595,55191.4040595,717.5989268951002
55191.4244926,55191.4244926,740.5766883264489
55191.4449256,55191.4449256,929.5377754069896
55191.4653584,55191.4653584,1043.0500160150198
55191.4857915,55191.4857915,1001.087622337081
55191.5062245,55191.5062245,776.5792894069099
55191.5266574,55191.5266574,585.0680570107623
55191.5470903,55191.5470903,607.2667874985534
55191.5675234,55191.5675234,537.4020338501117
55191.5879563,55191.5879563,553.878917988257
55191.6083893,55191.6083893,518.2186182740537
55191.6288223,55191.6288223,373.45681545847526
55191.6492552,55191.6492552,386.27035104216645
55191.6696882,55191.6696882,513.5689214742813
55191.6901213,55191.6901213,576.9727207011217
55191.7105542,55191.7105542,403.45484342156635
55191.7309871,55191.7309871,277.6136371473664
55191.7514202,55191.7514202,-0.3682889353379295
55191.7718532,55191.7718532,-102.42950105832227
55191.7922861,55191.7922861,-155.17280526587453
55191.812719,55191.812719,101.36203882885181
55191.8331521,55191.8331521,290.1673235939794
55191.853585,55191.853585,232.15762147423527
55191.874018,55191.874018,36.05770819034287
55191.8944511,55191.8944511,-228.62561264206533
55191.9148839,55191.9148839,-27.971643143823027
55191.9353169,55191.9353169,-29.681921623518765
55191.95575,55191.95575,-109.22909552857729
55191.9761829,55191.9761829,-288.829146132549
55191.9966159,55191.9966159,-322.10572642765743
55192.0170489,55192.0170489,-243.38930479083393
55192.0374819,55192.0374819,-225.7948531411401
55192.0579148,55192.0579148,-62.30887331952307
55192.0783478,55192.0783478,8.996751103853079
55192.0987809,55192.0987809,103.95498579629724
55192.1192138,55192.1192138,104.72393209111169
55192.1396467,55192.1396467,54.94043716962032
55192.1600798,55192.1600798,32.68933528308871
55192.1805127,55192.1805127,-95.79388511599824
55192.2009457,55192.2009457,54.727627633510714
55192.2213788,55192.2213788,454.02556766251575
55192.2418117,55192.2418117,317.5888278664913
55192.2622446,55192.2622446,352.6234171759673
55192.2826776,55192.2826776,141.2736693176201
55192.3031106,55192.3031106,228.4932436569821
55192.3235436,55192.3235436,317.49347510004594
55192.3439766,55192.3439766,563.499569118606
55192.3644096,55192.3644096,759.6629511367644
55192.3848426,55192.3848426,651.6625740125442
55192.4052754,55192.4052754,573.0295456601525
55192.4257085,55192.4257085,488.09673866382127
55192.4461415,55192.4461415,560.7909170803479
55192.4665744,55192.4665744,583.0113801776907
55192.4870075,55192.4870075,494.87733826948227
55192.5074405,55192.5074405,329.0286827502357
55192.5278734,55192.5278734,-17.39715209614227
55192.5483064,55192.5483064,-104.32258180283154
55192.5687395,55192.5687395,-31.790948476279382
55192.5891725,55192.5891725,-55.86075355675892
55192.6096053,55192.6096053,-89.49345434974526
55192.6300384,55192.6300384,-92.07212573746284
55192.6504714,55192.6504714,57.77472214147556
55192.6709043,55192.6709043,53.0503581675619
55192.6913374,55192.6913374,172.34727017536812
55192.7117704,55192.7117704,149.09782237546358
55192.7322033,55192.7322033,33.38179305805871
55192.7526364,55192.7526364,22.083104818197228
55192.7730694,55192.7730694,101.6765949089863
55192.7935023,55192.7935023,-145.96204075820188
55192.8139353,55192.8139353,-249.40467716174615
55192.8343684,55192.8343684,-353.4781662510816
55192.8548014,55192.8548014,-630.2721740977973
55192.8752343,55192.8752343,-744.9499584850208
55192.8956673,55192.8956673,-648.439782192076
55192.9161003,55192.9161003,-448.9228955407993
55192.9365332,55192.9365332,-138.13515001838795
55192.9569663,55192.9569663,198.01691733020715
55192.9773993,55192.9773993,587.9955575673367
55192.9978322,55192.9978322,633.1320907304668
55193.0182653,55193.0182653,411.264314755104
55193.0386983,55193.0386983,-2.6706703677900876
55193.0591312,55193.0591312,-72.09194215016666
55193.0795642,55193.0795642,-13.373256148328174
55193.0999973,55193.0999973,-48.28732035388321
55193.1204302,55193.1204302,-17.464044309574298
55193.1408632,55193.1408632,-33.60805076633302
55193.1612962,55193.1612962,0.16447991549837582
55193.1817292,55193.1817292,-27.721593688199224
55193.2021622,55193.2021622,-118.5984571805657
55193.2225952,55193.2225952,87.16743732670778
55193.2430282,55193.2430282,344.81566487055363
55193.2634612,55193.2634612,469.61682774844917
55193.2838943,55193.2838943,164.29922420881292
55193.3043272,55193.3043272,27.08504070157324
55193.3247602,55193.3247602,4.330279793485275
55193.3451931,55193.3451931,69.73050078813823
55193.3656262,55193.3656262,134.90571498443634
55193.3860592,55193.3860592,91.74153926295543
55193.4064921,55193.4064921,-8.983882751650171
55193.4269252,55193.4269252,100.64196741359197
55193.4473582,55193.4473582,220.48465570765453
55193.4677912,55193.4677912,238.64671323261564
55193.4882242,55193.4882242,91.40626212774566
55193.5086573,55193.5086573,13.500094396424089
55193.5290903,55193.5290903,-36.75607478950177
55193.5495233,55193.5495233,-138.7267621299663
55193.5699569,55193.5699569,-52.96904792723318
55193.5903893,55193.5903893,32.78817359630648
55193.6108222,55193.6108222,174.63689914852844
55193.6312553,55193.6312553,321.0726695635938
55193.6516883,55193.6516883,389.283229571431
55193.6721212,55193.6721212,136.69500908345574
55193.6925543,55193.6925543,-157.13754630773468
55193.7129873,55193.7129873,-463.941722897997
55193.7334203,55193.7334203,-434.59507624327136
55193.7538533,55193.7538533,-500.0428604592349
55193.7742863,55193.7742863,-636.1912490088755
55193.7947194,55193.7947194,-649.1314859988115
55193.8151523,55193.8151523,-899.4459404674174
55193.8355854,55193.8355854,-888.7423369377832
55193.8560184,55193.8560184,-627.5124706544187
55193.8764513,55193.8764513,-131.51666912988037
55193.8968844,55193.8968844,-15.319872596593633
55193.9173174,55193.9173174,-90.8027867297551
55193.9377503,55193.9377503,-335.2016179198773
55193.9581834,55193.9581834,-636.7140223905319
55193.9786165,55193.9786165,-818.3006196909043
55193.9990494,55193.9990494,-622.4588262302726
55194.0194825,55194.0194825,-393.44936661288114
55194.0399154,55194.0399154,-193.06332757684586
55194.0603484,55194.0603484,-260.7207623861418
55194.0807814,55194.0807814,-372.22584757500863
55194.1012145,55194.1012145,-438.86290425686843
55194.1216474,55194.1216474,-379.6452143214741
55194.1420805,55194.1420805,152.97241756697986
55194.1625136,55194.1625136,673.3048887035449
55194.1829465,55194.1829465,872.2170362824778
55194.2033795,55194.2033795,885.1716672736494
55194.2238126,55194.2238126,682.0421709056551
55194.2442455,55194.2442455,368.44147670417215
55194.2646786,55194.2646786,105.01893959343764
55194.2851117,55194.2851117,116.36117677894228
55194.3055446,55194.3055446,281.1753546528352
55194.3259776,55194.3259776,616.6956139270123
55194.3464106,55194.3464106,1104.6158688433538
55194.366844200005,55194.366844200005,1159.7618947977296
55194.3872767,55194.3872767,1214.9085389804263
55194.4077097,55194.4077097,929.5736022625001
55194.4281428,55194.4281428,247.1117715302643
55194.4485757,55194.4485757,-226.67782488011076
55194.4690087,55194.4690087,-417.45187441108885
55194.4894419,55194.4894419,-310.3609757596872
55194.5098748,55194.5098748,-155.68715850962388
55194.5303078,55194.5303078,-2.8485858207317634
55194.5507409,55194.5507409,237.61012663097247
55194.5711738,55194.5711738,268.6637662472093
55194.5916069,55194.5916069,-39.843500939235426
55194.6120399,55194.6120399,-238.80617498863452
55194.6324729,55194.6324729,-92.00178736992919
55194.6529059,55194.6529059,148.61864582193738
55194.673339,55194.673339,259.9067381722774
55194.693772,55194.693772,425.3578585156455
55194.714205,55194.714205,659.7845957082824
55194.734638,55194.734638,622.7902972749977
55194.7550711,55194.7550711,596.6760951551448
55194.7755041,55194.7755041,418.14460898257573
55194.7959371,55194.7959371,211.03811090463796
55194.8163701,55194.8163701,-17.653745194483346
55194.8368032,55194.8368032,-120.9586076579042
55194.8572362,55194.8572362,-115.99823826795497
55194.8776691,55194.8776691,15.688298874000402
55194.8981022,55194.8981022,-28.24147080739663
55194.9185352,55194.9185352,-220.37065875379537
55194.9389682,55194.9389682,-490.15899663080575
55194.9594013,55194.9594013,-713.4809895384311
55194.9798343,55194.9798343,-929.8054363549518
55195.0002673,55195.0002673,-1003.8107471614418
55195.0207004,55195.0207004,-702.8064369656573
55195.0411334,55195.0411334,-523.4757055552378
55195.0615664,55195.0615664,-656.4301801809678
55195.0819994,55195.0819994,-611.4725066772203
55195.1024325,55195.1024325,-290.17215735393313
55195.1228654,55195.1228654,-96.61455432271762
55195.1432985,55195.1432985,-66.00711045100283
55195.1637316,55195.1637316,-149.48825475279034
55195.1841645,55195.1841645,23.440507474513687
55195.2045976,55195.2045976,72.18612696442679
55195.2250307,55195.2250307,-138.5477233362819
55195.2454636,55195.2454636,-60.21858594916748
55195.2658967,55195.2658967,-77.83953512365608
55195.2863298,55195.2863298,-140.09801369742164
55195.3067628,55195.3067628,-184.90255513949222
55195.3271958,55195.3271958,-18.54799303273432
55195.3476288,55195.3476288,177.58967684227935
55195.3680619,55195.3680619,270.63973990468025
55195.3884949,55195.3884949,323.0806593747225
55195.4089279,55195.4089279,283.1784833194548
55195.429361,55195.429361,35.84024596815633
55195.449794,55195.449794,35.05332772362717
55195.470227,55195.470227,-109.72535359747228
55195.4906601,55195.4906601,-317.98602531140415
55195.5110931,55195.5110931,-427.2558800279911
55195.5315261,55195.5315261,-193.13177844589228
55195.5519593,55195.5519593,-176.7015799978464
55195.5723922,55195.5723922,-365.5156887765539
55195.5928252,55195.5928252,-455.59575528682524
55195.6132583,55195.6132583,-621.0323868462103
55195.6336913,55195.6336913,-706.3310800848986
55195.6541243,55195.6541243,-811.4043256711344
55195.6745574,55195.6745574,-635.9905801293843
55195.6949904,55195.6949904,-513.4245309486132
55195.7154235,55195.7154235,-558.048006195866
55195.7358564,55195.7358564,-534.9421667795184
55195.7562895,55195.7562895,-271.233148503022
55195.7767226,55195.7767226,-75.12559285628637
55195.7971555,55195.7971555,-27.954281167174678
55195.8175887,55195.8175887,-130.51550485074
55195.8380217,55195.8380217,-362.14397055680615
55195.8584547,55195.8584547,-246.0541936468071
55195.8788877,55195.8788877,-233.04824688067185
55195.8993208,55195.8993208,-115.69554977911872
55195.9197539,55195.9197539,-267.87707112002994
55195.9401868,55195.9401868,-279.17101938253717
55195.96062,55195.96062,-162.78632354516895
55195.981053,55195.981053,35.99097714433013
55196.0014859,55196.0014859,33.86457030304409
55196.0219191,55196.0219191,-38.45931823727373
55196.0423521,55196.0423521,-6.800635651930946
55196.0627851,55196.0627851,71.45854378468732
55196.0832181,55196.0832181,268.8298092255492
55196.1036513,55196.1036513,445.00305801283787
55196.1240842,55196.1240842,354.71607976090513
55196.1445173,55196.1445173,181.01912145381286
55196.1649504,55196.1649504,-14.038386991992347
55196.1853835,55196.1853835,-221.17364315100548
55196.2058164,55196.2058164,-462.9611124102305
55196.2262496,55196.2262496,-318.44095920299753
55196.2466826,55196.2466826,158.0122286976816
55196.2671156,55196.2671156,227.9960670947539
55196.2875487,55196.2875487,232.8621244512176
55196.3079818,55196.3079818,-124.16915070814369
55196.3284147,55196.3284147,-295.6493036205951
55196.3488478,55196.3488478,-399.2111846120591
55196.3692809,55196.3692809,-345.8696902029091
55196.3897139,55196.3897139,-164.86140323625898
55196.4101469,55196.4101469,-149.67305688130645
55196.4305801,55196.4305801,-106.98803237302243
55196.451013,55196.451013,-268.86092939503254
55196.4714461,55196.4714461,-492.1492202123118
55196.4918792,55196.4918792,-599.1054282169916
55196.5123122,55196.5123122,-569.601872513436
55196.5327452,55196.5327452,-267.64981296725375
55196.5531784,55196.5531784,-132.41621930268906
55196.5736113,55196.5736113,-13.941666295143474
55196.5940444,55196.5940444,-117.11058150741874
55196.6144773,55196.6144773,-172.9062337063342
55196.6349105,55196.6349105,-88.42209442762001
55196.6553435,55196.6553435,-164.45352742278004
55196.6757765,55196.6757765,-319.8761215653054
55196.6962096,55196.6962096,-468.49983663195917
55196.7166427,55196.7166427,-501.5875467717074
55196.7370758,55196.7370758,-263.5464945692771
55196.7575088,55196.7575088,-35.18300249333131
55196.7779419,55196.7779419,-82.62435954172896
55196.7983749,55196.7983749,-175.91663959446953
55196.818808000004,55196.818808000004,-138.67082133627457
55196.839241,55196.839241,-142.1735439959951
55196.8596741,55196.8596741,-39.68435778911771
55196.8801071,55196.8801071,69.63161257856208
55196.9005402,55196.9005402,-87.14107946576127
55196.9209733,55196.9209733,-110.20538125194861
55196.9414062,55196.9414062,-143.00767889834304
55196.9618394,55196.9618394,-410.87300802912637
55196.9822725,55196.9822725,-450.55244385840626
55197.0027055,55197.0027055,-511.1480535575194
55197.0231386,55197.0231386,-240.30899451714777
55197.0435716,55197.0435716,-172.51810801407726
55197.0640047,55197.0640047,-409.9055875266592
55197.0844378,55197.0844378,-408.6868122826926
55197.1048708,55197.1048708,-316.3889909759931
55197.1253039,55197.1253039,-214.47598873846098
55197.1457368,55197.1457368,-30.240695835119723
55197.16617,55197.16617,104.39817037635592
55197.1866031,55197.1866031,93.23066516872717
55197.207036,55197.207036,-84.55284038557625
55197.2274692,55197.2274692,-206.26025351564903
55197.2479023,55197.2479023,-472.07707508830816
55197.2683352,55197.2683352,-193.77412424755468
55197.2887684,55197.2887684,121.2057619897372
55197.3092015,55197.3092015,403.6484197669734
55197.3296344,55197.3296344,453.72883590392814
55197.350068,55197.350068,383.9028716604135
55197.3705007,55197.3705007,314.077337333046
55197.3909336,55197.3909336,238.54173870929208
55197.4113667,55197.4113667,95.44006826724355
55197.4317999,55197.4317999,133.0674543704181
55197.4522328,55197.4522328,-7.432637124969496
55197.4726659,55197.4726659,-159.11549221013436
55197.4930991,55197.4930991,-152.88674372732123
55197.513532,55197.513532,-47.27835761549101
55197.5339651,55197.5339651,73.18135169098274
55197.5543983,55197.5543983,291.6680936384298
55197.5748312,55197.5748312,579.9654839944118
55197.5952643,55197.5952643,792.3445452433987
55197.6156974,55197.6156974,621.5622322135797
55197.6361305,55197.6361305,402.08222251220707
55197.6565635,55197.6565635,352.1821250458631
55197.6769966,55197.6769966,457.81599939874053
55197.6974297,55197.6974297,553.7170460289657
55197.7178627,55197.7178627,509.2516350679182
55197.7382958,55197.7382958,438.94847270559865
55197.758729,55197.758729,297.0029666441603
55197.779162,55197.779162,48.55550990487642
55197.799595,55197.799595,11.989558061825058
55197.8200282,55197.8200282,-13.297478539115726
55197.8404612,55197.8404612,-256.20147644423423
55197.8608943,55197.8608943,-2.5042139043897507
55197.8813273,55197.8813273,188.81110003176425
55197.9017604,55197.9017604,56.66993884711332
55197.9221935,55197.9221935,57.69424919310658
55197.9426266,55197.9426266,-37.37275262912562
55197.9630596,55197.9630596,-69.57873617973831
55197.9834927,55197.9834927,-105.79949700751709
55198.0039258,55198.0039258,-116.71895491597812
55198.024359,55198.024359,56.93556074979015
55198.0447919,55198.0447919,228.64297194846648
55198.065225,55198.065225,210.19524416998277
55198.0856582,55198.0856582,173.83087190280412
55198.1060912,55198.1060912,36.79165390450279
55198.1265242,55198.1265242,-129.66226006997817
55198.1469572,55198.1469572,-352.2188414435874
55198.1673904,55198.1673904,-322.8324220509365
55198.1878235,55198.1878235,-202.84107723651215
55198.2082566,55198.2082566,-317.0303455050582
55198.2286896,55198.2286896,-389.52101083940045
55198.2491227,55198.2491227,-253.12250503632143
55198.2695557,55198.2695557,-38.57550889840031
55198.2899889,55198.2899889,-87.10238277247664
55198.310422,55198.310422,11.163326957815066
55198.330855,55198.330855,-83.2884217837514
55198.3512881,55198.3512881,-261.5004662757445
55198.3717212,55198.3717212,-381.53152130011904
55198.3921542,55198.3921542,-242.08356962049368
55198.4125873,55198.4125873,31.618015542259258
55198.4330205,55198.4330205,271.59023563040734
55198.4534535,55198.4534535,138.50815746269143
55198.4738865,55198.4738865,67.81064959454321
55198.4943197,55198.4943197,167.3639576040971
55198.5147527,55198.5147527,403.1262454682239
55198.5351858,55198.5351858,515.9566072219126
55198.555619,55198.555619,476.8683842978851
55198.5760521,55198.5760521,299.3014100491845
55198.596485,55198.596485,230.68731154087774
55198.6169181,55198.6169181,145.51663580398616
55198.6373513,55198.6373513,77.0376433063173
55198.6577843,55198.6577843,236.94625977952438
55198.678217400004,55198.678217400004,340.2608946575324
55198.6986506,55198.6986506,333.4673678403103
55198.7190836,55198.7190836,132.1995323856218
55198.7395167,55198.7395167,121.61559154321893
55198.7599499,55198.7599499,88.39221839706428
55198.7803828,55198.7803828,-49.49579959075437
55198.8008159,55198.8008159,-182.126120369521
55198.8212491,55198.8212491,-95.00294532155172
55198.8416821,55198.8416821,19.630373323673197
55198.8621152,55198.8621152,-42.836523710983286
55198.8825483,55198.8825483,60.65724384797901
55198.9029815,55198.9029815,-95.99063250718281
55198.9234145,55198.9234145,-348.95431429356506
55198.9438476,55198.9438476,-372.48348320916296
55198.9642808,55198.9642808,-253.0768930344189
55198.9847138,55198.9847138,-292.70111590073316
55199.0051468,55199.0051468,-161.727138755652
55199.0255799,55199.0255799,-6.171041468450017
55199.046013,55199.046013,-33.42082854315862
55199.0664461,55199.0664461,125.68762017111652
55199.0868792,55199.0868792,40.01838866858905
55199.1073123,55199.1073123,-179.07554779007614
55199.1277454,55199.1277454,-313.5604649996293
55199.1481784,55199.1481784,-428.0619451390997
55199.1686116,55199.1686116,-108.59332994022648
55199.1890447,55199.1890447,207.11976014868483
55199.2094777,55199.2094777,107.21554085113571
55199.2299109,55199.2299109,-3.750410072373189
55199.250344,55199.250344,-187.16571915164468
55199.270777,55199.270777,-324.90563635571584
55199.2912102,55199.2912102,-180.71375744988163
55199.3116433,55199.3116433,58.37118781178342
55199.3320763,55199.3320763,153.54781862433504
55199.3525095,55199.3525095,258.51141707243755
55199.3729426,55199.3729426,116.94741155026365
55199.3933756,55199.3933756,138.9880202149461
55199.4138087,55199.4138087,66.51241972642535
55199.4342419,55199.4342419,-47.66345916261852
55199.454675,55199.454675,-79.07687587335352
55199.475108,55199.475108,-242.04235551790813
55199.4955412,55199.4955412,-83.63486119653886
55199.5159743,55199.5159743,76.56401321975227
55199.5364073,55199.5364073,188.26782503603374
55199.5568405,55199.5568405,156.0421900248753
55199.5772736,55199.5772736,48.808492142958215
55199.5977066,55199.5977066,54.3014130812313
55199.6181397,55199.6181397,136.4236360449726
55199.6385729,55199.6385729,212.6068102024772
55199.6590059,55199.6590059,449.41216305432926
55199.679439,55199.679439,580.4300428110328
55199.6998722,55199.6998722,438.8187781097157
55199.7203052,55199.7203052,324.64605868581964
55199.7407383,55199.7407383,315.38777880052504
55199.7611715,55199.7611715,318.258110338841
55199.7816046,55199.7816046,228.5425504843942
55199.8020376,55199.8020376,181.8202235938769
55199.8224708,55199.8224708,216.52105424006925
55199.842904,55199.842904,357.558890284065
55199.863337,55199.863337,415.7249894823976
55199.8837701,55199.8837701,331.9840183557151
55199.9042032,55199.9042032,325.92419405361454
55199.9246363,55199.9246363,371.28737830055684
55199.9450694,55199.9450694,104.80425445623803
55199.9655025,55199.9655025,-161.2391854674399
55199.9859356,55199.9859356,-302.2429174762242
55200.0063687,55200.0063687,-335.7740626361109
55200.0268018,55200.0268018,-231.18766990984037
