frequency,power
0.007871044742719362,10.973329668851987
0.015742089485438725,124.15803199119587
0.023613134228158087,115.10152185473443
0.03148417897087745,95.67712749847965
0.039355223713596815,141.33897494074716
0.04722626845631618,106.27160747883256
0.05509731319903553,314.4082480036856
0.0629683579417549,300.1389731180845
0.07083940268447426,78.27426146289362
0.07871044742719363,222.35966936723375
0.086581492169913,494.43802119119647
0.09445253691263235,240.93598442628937
0.10232358165535171,362.13333345534386
0.11019462639807108,4.737699871191467
0.11806567114079043,141.85974413026605
0.1259367158835098,885.3558954779086
0.13380776062622915,222.90243873952622
0.1416788053689485,20.84392755511435
0.14954985011166788,890.3447634929908
0.15742089485438723,902.6821681318589
0.1652919395971066,646.0947861420258
0.17316298433982596,2184.337220851306
0.18103402908254532,368.2936347891083
0.1889050738252647,477.0171477607362
0.19677611856798405,552.5469119449335
0.2046471633107034,1840.9533624382973
0.21251820805342278,518.1227966852521
0.22038925279614213,3364.879409725744
0.22826029753886148,1323.914976107279
0.23613134228158086,1406.9176561594209
0.24400238702430022,9756.555523401405
0.2518734317670196,14142.117400758496
0.259744476509739,1981.721477878853
0.26761552125245835,187.637742395774
0.2754865659951777,4122.689264386074
0.28335761073789706,8705.182713426238
0.29122865548061644,6869.986271584405
0.29909970022333576,848.4687526457775
0.30697074496605514,6595.164222060385
0.3148417897087745,5777.702251048151
0.3227128344514939,4043.567563766473
0.3305838791942132,3066.633417298238
0.3384549239369326,28688.26635905808
0.346325968679652,5381.588795654804
0.3541970134223713,617.7251463919347
0.3620680581650907,160.09635893590212
0.36993910290781007,12120.89921984597
0.3778101476505294,17514.414818751564
0.3856811923932488,6388.162105677294
0.39355223713596815,27326.62046651604
0.4014232818786875,759.472143353191
0.40929432662140686,84818.65956791677
0.41716537136412624,8010.867752045425
0.42503641610684556,10174.262864517601
0.43290746084956494,14042.860005975801
0.4407785055922843,30958.099576029745
0.44864955033500364,10331.332134877857
0.456520595077723,99.25933963981144
0.4643916398204424,25445.554361786293
0.4722626845631618,1267.2081456871358
0.4801337293058811,14637.940780265732
0.4880047740486005,4550.7956888925355
0.49587581879131987,9760.138068799348
0.5037468635340392,16485.573649482023
0.5116179082767586,1780.6648925567322
0.519488953019478,23648.4119809884
0.5273599977621973,2845.7924622466285
0.5352310425049167,19497.045022581093
0.543102087247636,18210.290899967287
0.5509731319903554,6658.548791358181
0.5588441767330747,2646.005671664264
0.5667152214757941,5298.561923322734
0.5745862662185135,4344.994273841891
0.5824573109612329,12188.000788570509
0.5903283557039521,4312.1568101588955
0.5981994004466715,2868.4983929288674
0.6060704451893909,25332.84134856552
0.6139414899321103,17449.153670370157
0.6218125346748297,377.2733216484935
0.629683579417549,15045.796226506622
0.6375546241602684,24478.877080911738
0.6454256689029877,7376.850768362342
0.6532967136457071,18027.515453502998
0.6611677583884265,43101.219078534115
0.6690388031311458,16331.820989685639
0.6769098478738652,2197.8384579241224
0.6847808926165846,18989.699704195824
0.6926519373593039,2371.162133818838
0.7005229821020232,7043.6486828932475
0.7083940268447426,50322.887867455676
0.716265071587462,538.737610765441
0.7241361163301814,5847.440856774205
0.7320071610729008,714.82295121172
0.73987820581562,387.0647439888897
0.7477492505583394,534.0562078578363
0.7556202953010588,2720.029500342248
0.7634913400437782,5924.627785439515
0.7713623847864975,2454.3296015527762
0.7792334295292169,7262.590776800328
0.7871044742719363,3401.0057143759955
0.7949755190146556,65624.39562216491
0.802846563757375,4840.867084392767
0.8107176085000943,2353.3116013532112
0.8185886532428137,10627.623316612446
0.8264596979855331,567.8155784668361
0.8343307427282525,11122.432021540732
0.8422017874709717,5823.385994744364
0.8500728322136911,3726.2346926119303
0.8579438769564105,3914.1442782337967
0.8658149216991299,982.7762302569819
0.8736859664418493,9324.152338006306
0.8815570111845686,3365.3636856918115
0.8894280559272879,7695.727503119327
0.8972991006700073,6683.0604976494815
0.9051701454127267,1600.5962134130286
0.913041190155446,4013.6783061163133
0.9209122348981654,2025.7108594281628
0.9287832796408848,2263.486469157446
0.9366543243836042,11636.364168255664
0.9445253691263235,3761.406877234438
0.9523964138690428,10468.591213914871
0.9602674586117622,4395.365624107885
0.9681385033544816,601.4357598481218
0.976009548097201,3754.303103268571
0.9838805928399204,1845.7977899039843
0.9917516375826396,6103.576007957115
0.999622682325359,9022.731311625503
1.0074937270680784,1883.239511646736
1.0153647718107977,16295.619998586544
1.023235816553517,11882.964396624526
1.0311068612962364,5002.43305295817
1.0389779060389557,9328.144586198328
1.0468489507816752,4446.461583252819
1.0547199955243944,16499.211588692386
1.062591040267114,17753.920601440215
1.0704620850098332,2747.271599367458
1.0783331297525525,1239.3073684207377
1.086204174495272,11296.61211151255
1.0940752192379912,12455.771514710417
1.1019462639807107,2810.7836916814344
1.10981730872343,8529.58095591312
1.1176883534661493,6841.276745560472
1.1255593982088687,22344.588932122035
1.133430442951588,32131.52413240382
1.1413014876943075,1968.4657407862662
1.1491725324370268,5018.571280296692
1.1570435771797463,5748.309059014025
1.1649146219224655,1146.8082988234978
1.1727856666651848,1580.6315624185438
1.1806567114079043,5752.985516012447
1.1885277561506236,3105.633684114735
1.196398800893343,17964.476618242385
1.2042698456360623,405.46319049873756
1.2121408903787818,325.32564229565907
1.220011935121501,297.07062790178543
1.2278829798642203,10120.578407783998
1.2357540246069398,19113.030605889253
1.243625069349659,5200.897763754747
1.2514961140923786,18650.78040827601
1.2593671588350979,8285.844926025593
1.2672382035778174,13414.547438850013
1.2751092483205366,4280.516860601141
1.282980293063256,5236.779110953905
1.2908513378059754,5695.970072135006
1.2987223825486947,9359.209168316518
1.3065934272914141,3550.6226831155905
1.3144644720341334,1317.0657677230558
1.3223355167768527,1761.3805719409863
1.3302065615195722,6399.221353433832
1.3380776062622914,2108.0795893733703
1.345948651005011,1459.8697628833202
1.3538196957477302,4757.080033027667
1.3616907404904497,6802.266133520491
1.369561785233169,4247.969260213773
1.3774328299758882,5370.016959068962
1.3853038747186077,428.01189765146665
1.393174919461327,207.29928225397336
1.4010459642040465,3323.2168131105964
